typo_word,correct_word,typo_type,mistake_position,edit_distance,word_length,typo_length,length_difference,same_first_letter,is_last_letter_error
necessaryj,necessary,insert_near_ending,last3,1,9,10,-1,1,1
necessary,necessary,no_typo,none,0,9,9,0,1,0
availawle,available,replace_last_letter,last3,1,9,9,0,1,1
availale,available,delete_last_letter,last3,1,9,8,1,1,1
availabne,available,replace_last_letter,last2,1,9,9,0,1,1
availabe,available,delete_last_letter,last2,1,9,8,1,1,1
availablz,available,replace_last_letter,last1,1,9,9,0,1,1
availabl,available,delete_last_letter,last1,1,9,8,1,1,1
availabel,available,swap_last_two_letters,last2,2,9,9,0,1,1
availaoble,available,insert_near_ending,last3,1,9,10,-1,1,1
availakble,available,insert_near_ending,last3,1,9,10,-1,1,1
available,available,no_typo,none,0,9,9,0,1,0
businjss,business,replace_last_letter,last3,1,8,8,0,1,1
busineks,business,replace_last_letter,last2,1,8,8,0,1,1
businesd,business,replace_last_letter,last1,1,8,8,0,1,1
businessq,business,insert_near_ending,last3,1,8,9,-1,1,1
businvess,business,insert_near_ending,last3,1,8,9,-1,1,1
calensar,calendar,replace_last_letter,last3,1,8,8,0,1,1
calenar,calendar,delete_last_letter,last3,1,8,7,1,1,1
calendpr,calendar,replace_last_letter,last2,1,8,8,0,1,1
calendr,calendar,delete_last_letter,last2,1,8,7,1,1,1
calendan,calendar,replace_last_letter,last1,1,8,8,0,1,1
calenda,calendar,delete_last_letter,last1,1,8,7,1,1,1
calendra,calendar,swap_last_two_letters,last2,2,8,8,0,1,1
calengdar,calendar,insert_near_ending,last3,1,8,9,-1,1,1
calendatr,calendar,insert_near_ending,last3,1,8,9,-1,1,1
calendar,calendar,no_typo,none,0,8,8,0,1,0
importznt,important,replace_last_letter,last3,1,9,9,0,1,1
importaqt,important,replace_last_letter,last2,1,9,9,0,1,1
importanv,important,replace_last_letter,last1,1,9,9,0,1,1
importanty,important,insert_near_ending,last3,1,9,10,-1,1,1
importgant,important,insert_near_ending,last3,1,9,10,-1,1,1
favorjte,favorite,replace_last_letter,last3,1,8,8,0,1,1
favorte,favorite,delete_last_letter,last3,1,8,7,1,1,1
favorire,favorite,replace_last_letter,last2,1,8,8,0,1,1
favorie,favorite,delete_last_letter,last2,1,8,7,1,1,1
favoritf,favorite,replace_last_letter,last1,1,8,8,0,1,1
favorit,favorite,delete_last_letter,last1,1,8,7,1,1,1
favoriet,favorite,swap_last_two_letters,last2,2,8,8,0,1,1
favoritoe,favorite,insert_near_ending,last3,1,8,9,-1,1,1
favorited,favorite,insert_near_ending,last3,1,8,9,-1,1,1
favorite,favorite,no_typo,none,0,8,8,0,1,0
interestang,interesting,replace_last_letter,last3,1,11,11,0,1,1
interestng,interesting,delete_last_letter,last3,1,11,10,1,1,1
interestivg,interesting,replace_last_letter,last2,1,11,11,0,1,1
interestig,interesting,delete_last_letter,last2,1,11,10,1,1,1
interestinu,interesting,replace_last_letter,last1,1,11,11,0,1,1
interestin,interesting,delete_last_letter,last1,1,11,10,1,1,1
interestign,interesting,swap_last_two_letters,last2,2,11,11,0,1,1
interestiwng,interesting,insert_near_ending,last3,1,11,12,-1,1,1
interestijng,interesting,insert_near_ending,last3,1,11,12,-1,1,1
interesting,interesting,no_typo,none,0,11,11,0,1,0
restaursnt,restaurant,replace_last_letter,last3,1,10,10,0,1,1
restaurnt,restaurant,delete_last_letter,last3,1,10,9,1,1,1
restauraat,restaurant,replace_last_letter,last2,1,10,10,0,1,1
restaurat,restaurant,delete_last_letter,last2,1,10,9,1,1,1
restauranr,restaurant,replace_last_letter,last1,1,10,10,0,1,1
restauran,restaurant,delete_last_letter,last1,1,10,9,1,1,1
restauratn,restaurant,swap_last_two_letters,last2,2,10,10,0,1,1
restaurantc,restaurant,insert_near_ending,last3,1,10,11,-1,1,1
restauradnt,restaurant,insert_near_ending,last3,1,10,11,-1,1,1
restaurant,restaurant,no_typo,none,0,10,10,0,1,0
documpnt,document,replace_last_letter,last3,1,8,8,0,1,1
documnt,document,delete_last_letter,last3,1,8,7,1,1,1
documedt,document,replace_last_letter,last2,1,8,8,0,1,1
documet,document,delete_last_letter,last2,1,8,7,1,1,1
documenv,document,replace_last_letter,last1,1,8,8,0,1,1
documen,document,delete_last_letter,last1,1,8,7,1,1,1
documetn,document,swap_last_two_letters,last2,2,8,8,0,1,1
documepnt,document,insert_near_ending,last3,1,8,9,-1,1,1
documenqt,document,insert_near_ending,last3,1,8,9,-1,1,1
document,document,no_typo,none,0,8,8,0,1,0
downlxad,download,replace_last_letter,last3,1,8,8,0,1,1
downlad,download,delete_last_letter,last3,1,8,7,1,1,1
downlojd,download,replace_last_letter,last2,1,8,8,0,1,1
downlod,download,delete_last_letter,last2,1,8,7,1,1,1
downloao,download,replace_last_letter,last1,1,8,8,0,1,1
downloa,download,delete_last_letter,last1,1,8,7,1,1,1
downloda,download,swap_last_two_letters,last2,2,8,8,0,1,1
downloadp,download,insert_near_ending,last3,1,8,9,-1,1,1
downlooad,download,insert_near_ending,last3,1,8,9,-1,1,1
download,download,no_typo,none,0,8,8,0,1,0
uplsad,upload,replace_last_letter,last3,1,6,6,0,1,1
uplad,upload,delete_last_letter,last3,1,6,5,1,1,1
uplofd,upload,replace_last_letter,last2,1,6,6,0,1,1
uplod,upload,delete_last_letter,last2,1,6,5,1,1,1
uploan,upload,replace_last_letter,last1,1,6,6,0,1,1
uploa,upload,delete_last_letter,last1,1,6,5,1,1,1
uploda,upload,swap_last_two_letters,last2,2,6,6,0,1,1
uplotad,upload,insert_near_ending,last3,1,6,7,-1,1,1
uplocad,upload,insert_near_ending,last3,1,6,7,-1,1,1
upload,upload,no_typo,none,0,6,6,0,1,0
repositiry,repository,replace_last_letter,last3,1,10,10,0,1,1
repositozy,repository,replace_last_letter,last2,1,10,10,0,1,1
repositorn,repository,replace_last_letter,last1,1,10,10,0,1,1
repositorzy,repository,insert_near_ending,last3,1,10,11,-1,1,1
repositoray,repository,insert_near_ending,last3,1,10,11,-1,1,1
develojer,developer,replace_last_letter,last3,1,9,9,0,1,1
develoer,developer,delete_last_letter,last3,1,9,8,1,1,1
developyr,developer,replace_last_letter,last2,1,9,9,0,1,1
developr,developer,delete_last_letter,last2,1,9,8,1,1,1
developej,developer,replace_last_letter,last1,1,9,9,0,1,1
develope,developer,delete_last_letter,last1,1,9,8,1,1,1
developre,developer,swap_last_two_letters,last2,2,9,9,0,1,1
developere,developer,insert_near_ending,last3,1,9,10,-1,1,1
developerr,developer,insert_near_ending,last3,1,9,10,-1,1,1
developer,developer,no_typo,none,0,9,9,0,1,0
softwqre,software,replace_last_letter,last3,1,8,8,0,1,1
softwre,software,delete_last_letter,last3,1,8,7,1,1,1
softwale,software,replace_last_letter,last2,1,8,8,0,1,1
softwae,software,delete_last_letter,last2,1,8,7,1,1,1
softwarl,software,replace_last_letter,last1,1,8,8,0,1,1
softwar,software,delete_last_letter,last1,1,8,7,1,1,1
softwaer,software,swap_last_two_letters,last2,2,8,8,0,1,1
softwareo,software,insert_near_ending,last3,1,8,9,-1,1,1
softwarge,software,insert_near_ending,last3,1,8,9,-1,1,1
software,software,no_typo,none,0,8,8,0,1,0
hardwxre,hardware,replace_last_letter,last3,1,8,8,0,1,1
hardwre,hardware,delete_last_letter,last3,1,8,7,1,1,1
hardwahe,hardware,replace_last_letter,last2,1,8,8,0,1,1
hardwae,hardware,delete_last_letter,last2,1,8,7,1,1,1
hardwart,hardware,replace_last_letter,last1,1,8,8,0,1,1
hardwar,hardware,delete_last_letter,last1,1,8,7,1,1,1
hardwaer,hardware,swap_last_two_letters,last2,2,8,8,0,1,1
hardwareh,hardware,insert_near_ending,last3,1,8,9,-1,1,1
hardwareb,hardware,insert_near_ending,last3,1,8,9,-1,1,1
hardware,hardware,no_typo,none,0,8,8,0,1,0
netwkrk,network,replace_last_letter,last3,1,7,7,0,1,1
netwrk,network,delete_last_letter,last3,1,7,6,1,1,1
netwoyk,network,replace_last_letter,last2,1,7,7,0,1,1
netwok,network,delete_last_letter,last2,1,7,6,1,1,1
networq,network,replace_last_letter,last1,1,7,7,0,1,1
networ,network,delete_last_letter,last1,1,7,6,1,1,1
netwokr,network,swap_last_two_letters,last2,2,7,7,0,1,1
networkm,network,insert_near_ending,last3,1,7,8,-1,1,1
netwoprk,network,insert_near_ending,last3,1,7,8,-1,1,1
network,network,no_typo,none,0,7,7,0,1,0
databcse,database,replace_last_letter,last3,1,8,8,0,1,1
databse,database,delete_last_letter,last3,1,8,7,1,1,1
databaee,database,replace_last_letter,last2,1,8,8,0,1,1
databae,database,delete_last_letter,last2,1,8,7,1,1,1
databasr,database,replace_last_letter,last1,1,8,8,0,1,1
databas,database,delete_last_letter,last1,1,8,7,1,1,1
databaes,database,swap_last_two_letters,last2,2,8,8,0,1,1
databasde,database,insert_near_ending,last3,1,8,9,-1,1,1
databased,database,insert_near_ending,last3,1,8,9,-1,1,1
database,database,no_typo,none,0,8,8,0,1,0
analyqis,analysis,replace_last_letter,last3,1,8,8,0,1,1
analyis,analysis,delete_last_letter,last3,1,8,7,1,1,1
analysps,analysis,replace_last_letter,last2,1,8,8,0,1,1
analyss,analysis,delete_last_letter,last2,1,8,7,1,1,1
analysia,analysis,replace_last_letter,last1,1,8,8,0,1,1
analysi,analysis,delete_last_letter,last1,1,8,7,1,1,1
analyssi,analysis,swap_last_two_letters,last2,2,8,8,0,1,1
analysnis,analysis,insert_near_ending,last3,1,8,9,-1,1,1
analyscis,analysis,insert_near_ending,last3,1,8,9,-1,1,1
analysis,analysis,no_typo,none,0,8,8,0,1,0
visualizatqon,visualization,replace_last_letter,last3,1,13,13,0,1,1
visualizaton,visualization,delete_last_letter,last3,1,13,12,1,1,1
visualizatiin,visualization,replace_last_letter,last2,1,13,13,0,1,1
visualizatin,visualization,delete_last_letter,last2,1,13,12,1,1,1
visualizatiok,visualization,replace_last_letter,last1,1,13,13,0,1,1
visualizatio,visualization,delete_last_letter,last1,1,13,12,1,1,1
visualizatino,visualization,swap_last_two_letters,last2,2,13,13,0,1,1
visualizationu,visualization,insert_near_ending,last3,1,13,14,-1,1,1
visualizatkion,visualization,insert_near_ending,last3,1,13,14,-1,1,1
visualization,visualization,no_typo,none,0,13,13,0,1,0
probabilwty,probability,replace_last_letter,last3,1,11,11,0,1,1
probabilty,probability,delete_last_letter,last3,1,11,10,1,1,1
probabiliry,probability,replace_last_letter,last2,1,11,11,0,1,1
probabiliy,probability,delete_last_letter,last2,1,11,10,1,1,1
probabilitm,probability,replace_last_letter,last1,1,11,11,0,1,1
probabilit,probability,delete_last_letter,last1,1,11,10,1,1,1
probabiliyt,probability,swap_last_two_letters,last2,2,11,11,0,1,1
probabilituy,probability,insert_near_ending,last3,1,11,12,-1,1,1
probabilityr,probability,insert_near_ending,last3,1,11,12,-1,1,1
probability,probability,no_typo,none,0,11,11,0,1,0
statistbcs,statistics,replace_last_letter,last3,1,10,10,0,1,1
statistcs,statistics,delete_last_letter,last3,1,10,9,1,1,1
statistius,statistics,replace_last_letter,last2,1,10,10,0,1,1
statistis,statistics,delete_last_letter,last2,1,10,9,1,1,1
statisticc,statistics,replace_last_letter,last1,1,10,10,0,1,1
statistic,statistics,delete_last_letter,last1,1,10,9,1,1,1
statistisc,statistics,swap_last_two_letters,last2,2,10,10,0,1,1
statistiucs,statistics,insert_near_ending,last3,1,10,11,-1,1,1
statistichs,statistics,insert_near_ending,last3,1,10,11,-1,1,1
statistics,statistics,no_typo,none,0,10,10,0,1,0
classificatyon,classification,replace_last_letter,last3,1,14,14,0,1,1
classificaticn,classification,replace_last_letter,last2,1,14,14,0,1,1
classificatioo,classification,replace_last_letter,last1,1,14,14,0,1,1
classificatyion,classification,insert_near_ending,last3,1,14,15,-1,1,1
classificatoion,classification,insert_near_ending,last3,1,14,15,-1,1,1
recommendatfon,recommendation,replace_last_letter,last3,1,14,14,0,1,1
recommendaton,recommendation,delete_last_letter,last3,1,14,13,1,1,1
recommendatixn,recommendation,replace_last_letter,last2,1,14,14,0,1,1
recommendatin,recommendation,delete_last_letter,last2,1,14,13,1,1,1
recommendatioj,recommendation,replace_last_letter,last1,1,14,14,0,1,1
recommendatio,recommendation,delete_last_letter,last1,1,14,13,1,1,1
recommendatino,recommendation,swap_last_two_letters,last2,2,14,14,0,1,1
recommendatbion,recommendation,insert_near_ending,last3,1,14,15,-1,1,1
recommendatiozn,recommendation,insert_near_ending,last3,1,14,15,-1,1,1
recommendation,recommendation,no_typo,none,0,14,14,0,1,0
correctbon,correction,replace_last_letter,last3,1,10,10,0,1,1
correcton,correction,delete_last_letter,last3,1,10,9,1,1,1
correctijn,correction,replace_last_letter,last2,1,10,10,0,1,1
correctin,correction,delete_last_letter,last2,1,10,9,1,1,1
correctiol,correction,replace_last_letter,last1,1,10,10,0,1,1
correctio,correction,delete_last_letter,last1,1,10,9,1,1,1
correctino,correction,swap_last_two_letters,last2,2,10,10,0,1,1
correctionn,correction,insert_near_ending,last3,1,10,11,-1,1,1
correctihon,correction,insert_near_ending,last3,1,10,11,-1,1,1
correction,correction,no_typo,none,0,10,10,0,1,0
autocorrrct,autocorrect,replace_last_letter,last3,1,11,11,0,1,1
autocorrct,autocorrect,delete_last_letter,last3,1,11,10,1,1,1
autocorreot,autocorrect,replace_last_letter,last2,1,11,11,0,1,1
autocorret,autocorrect,delete_last_letter,last2,1,11,10,1,1,1
autocorrecs,autocorrect,replace_last_letter,last1,1,11,11,0,1,1
autocorrec,autocorrect,delete_last_letter,last1,1,11,10,1,1,1
autocorretc,autocorrect,swap_last_two_letters,last2,2,11,11,0,1,1
autocorrefct,autocorrect,insert_near_ending,last3,1,11,12,-1,1,1
autocorrecct,autocorrect,insert_near_ending,last3,1,11,12,-1,1,1
autocorrect,autocorrect,no_typo,none,0,11,11,0,1,0
dictionury,dictionary,replace_last_letter,last3,1,10,10,0,1,1
dictionry,dictionary,delete_last_letter,last3,1,10,9,1,1,1
dictionamy,dictionary,replace_last_letter,last2,1,10,10,0,1,1
dictionay,dictionary,delete_last_letter,last2,1,10,9,1,1,1
dictionart,dictionary,replace_last_letter,last1,1,10,10,0,1,1
dictionar,dictionary,delete_last_letter,last1,1,10,9,1,1,1
dictionayr,dictionary,swap_last_two_letters,last2,2,10,10,0,1,1
dictionapry,dictionary,insert_near_ending,last3,1,10,11,-1,1,1
dictionahry,dictionary,insert_near_ending,last3,1,10,11,-1,1,1
dictionary,dictionary,no_typo,none,0,10,10,0,1,0
